,winner_name,loser_name,event_date,method,round,time,time_format,bout_type,event_name,event_location,winner_stance,loser_stance,winner,delta_KD,delta_sig_str_pct,delta_total_str_pct,delta_TD_pct,delta_sub_att,delta_rev,delta_ctrl,delta_sig_str_head_acc_pct,delta_sig_str_body_acc_pct,delta_sig_str_leg_acc_pct,delta_sig_str_distance_acc_pct,delta_sig_str_clinch_acc_pct,delta_sig_str_ground_acc_pct,delta_sig_str_head_tar_pct,delta_sig_str_body_tar_pct,delta_sig_str_leg_tar_pct,delta_sig_str_distance_pos_pct,delta_sig_str_clinch_pos_pct,delta_sig_str_ground_pos_pct,delta_height,delta_reach,delta_slpm_cs,delta_str_acc_cs,delta_sapm_cs,delta_str_def_cs,delta_td_avg_cs,delta_td_acc_cs,delta_td_def_cs,delta_sub_avg_cs
2372,JUSTINE KISH,LUCIE PUDILOVA,25/01/2020,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Blaydes vs. Dos Santos,"Raleigh, North Carolina, USA",Orthodox,Orthodox,red,0.0,28.0,20.41,100.0,0.0,0.0,26.0,7.5,15.02,-19.44,28.05,4.76,28.57,-48.0,5.0,43.0,-6.0,3.0,3.0,-7.62,-7.62,0.5,12.0,0.53,7.0,0.85,23.0,-6.0,-0.4
2374,SARA MCMANN,LINA LANSBERG,25/01/2020,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC Fight Night: Blaydes vs. Dos Santos,"Raleigh, North Carolina, USA",Orthodox,Orthodox,red,0.0,56.0,3.22,60.0,1.0,0.0,804.0,68.75,-11.76,100.0,-7.5,100.0,87.8,57.0,-61.0,2.0,-98.0,2.0,94.0,-2.54,2.54,-0.44,-12.0,-1.76,4.0,3.7,32.0,0.0,0.4
2378,HOLLY HOLM,RAQUEL PENNINGTON,18/01/2020,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC 246: McGregor vs. Cowboy,"Las Vegas, Nevada, USA",Southpaw,Orthodox,red,0.0,0.0,4.9,-50.0,0.0,0.0,374.0,15.43,-40.0,41.82,18.26,-4.17,0.0,17.0,-41.0,25.0,40.0,-40.0,0.0,2.54,5.08,-0.46,-10.0,-0.4,-6.0,-0.31,2.0,11.0,-0.6
2382,ROXANNE MODAFFERI,MAYCEE BARBER,18/01/2020,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC 246: McGregor vs. Cowboy,"Las Vegas, Nevada, USA",Orthodox,Switch,red,1.0,-7.0,16.7,100.0,-1.0,-2.0,494.0,-10.26,50.0,0.0,-11.89,100.0,5.31,-4.0,4.0,0.0,1.0,5.0,-7.0,5.08,10.16,-2.08,-22.0,2.03,3.0,-0.02,-17.0,-50.0,-0.1
2387,SABINA MAZO,JJ ALDRICH,18/01/2020,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC 246: McGregor vs. Cowboy,"Las Vegas, Nevada, USA",Orthodox,Southpaw,red,0.0,-4.0,-7.23,0.0,0.0,0.0,118.0,-10.42,8.37,24.19,-5.61,8.87,0.0,-22.0,7.0,14.0,-7.0,7.0,0.0,5.08,7.62,2.8,3.0,-0.64,-1.0,0.01,40.0,9.0,0.2
2399,AMANDA LEMOS,MIRANDA GRANGER,21/12/2019,Submission,1.0,3:43,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Edgar vs. The Korean Zombie,"Busan, South Korea",Southpaw,Orthodox,blue,0.0,16.0,22.22,100.0,1.0,0.0,134.0,33.34,0.0,40.0,10.0,0.0,71.43,50.0,0.0,-50.0,-63.0,0.0,62.0,-7.62,-7.62,3.3,16.0,2.75,-14.0,1.98,100.0,60.0,0.5
2403,AMANDA NUNES,GERMAINE DE RANDAMIE,14/12/2019,Decision - Unanimous,5.0,5:00,5 Rnd (5-5-5-5-5),UFC Women's Bantamweight Title Bout,UFC 245: Usman vs. Covington,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,-12.0,-12.95,72.0,1.0,0.0,1011.0,-0.69,-6.66,-25.0,-12.63,-25.64,-4.07,32.0,-22.0,-10.0,-29.0,-28.0,56.0,-2.54,-5.08,1.78,5.0,0.31,-8.0,2.5,53.0,15.0,0.5
2407,IRENE ALDANA,KETLEN VIEIRA,14/12/2019,KO/TKO,1.0,4:51,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC 245: Usman vs. Covington,"Las Vegas, Nevada, USA",Orthodox,Orthodox,blue,1.0,10.0,10.3,0.0,0.0,0.0,2.0,-0.33,-46.15,100.0,8.46,0.0,100.0,-45.0,21.0,23.0,-8.0,0.0,7.0,2.54,0.0,2.86,2.0,2.13,8.0,-1.96,2.0,-8.0,-0.4
2412,JESSICA EYE,VIVIANE ARAUJO,14/12/2019,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC 245: Usman vs. Covington,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,5.0,-0.6,-28.0,0.0,0.0,-90.0,-4.8,-27.5,-0.47,3.66,37.5,-75.0,-29.0,17.0,12.0,1.0,4.0,-5.0,5.08,-5.08,-1.21,-11.0,-0.83,-5.0,-1.88,-24.0,-37.0,0.3
2416,ASPEN LADD,YANA SANTOS,07/12/2019,KO/TKO,3.0,0:33,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC Fight Night: Overeem vs. Rozenstruik,"Washington, DC, USA",Orthodox,,red,1.0,-3.0,-9.28,66.0,0.0,-1.0,15.0,25.63,-2.82,-75.0,-2.08,-41.25,78.12,64.0,-45.0,-19.0,-2.0,-51.0,53.0,,,,,,,,,,
2422,VIRNA JANDIROBA,MALLORY MARTIN,07/12/2019,Submission,2.0,1:16,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Overeem vs. Rozenstruik,"Washington, DC, USA",Orthodox,Orthodox,red,0.0,5.0,13.55,75.0,3.0,0.0,192.0,4.45,-40.0,0.0,3.48,0.0,0.0,-9.0,9.0,0.0,-6.0,6.0,0.0,-2.54,2.54,-1.6,-13.0,-2.45,-4.0,-0.21,-10.0,48.0,1.5
2433,ARIANE DA SILVA,ISABELA DE PADUA,16/11/2019,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Blachowicz vs. Jacare,"Sao Paulo, Sao Paulo, Brazil",,Orthodox,red,1.0,14.0,7.81,-66.0,0.0,1.0,249.0,10.84,100.0,0.0,16.92,0.0,15.97,-13.0,12.0,0.0,18.0,0.0,-19.0,,,,,,,,,,
2434,TRACY CORTEZ,VANESSA MELO,16/11/2019,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC Fight Night: Blachowicz vs. Jacare,"Sao Paulo, Sao Paulo, Brazil",Orthodox,Orthodox,blue,0.0,24.0,22.0,22.0,0.0,0.0,525.0,21.03,-11.11,26.92,17.31,0.0,-16.0,-13.0,3.0,10.0,-22.0,0.0,21.0,0.0,0.0,0.19,23.0,-4.15,3.0,3.0,42.0,14.0,0.0
2446,PANNIE KIANZAD,JESSICA-ROSE CLARK,09/11/2019,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC Fight Night: Zabit vs. Kattar,"Moscow, Moscow, Russia",Orthodox,Orthodox,blue,0.0,0.0,-1.17,0.0,0.0,0.0,31.0,4.98,9.17,1.19,-0.79,55.56,0.0,16.0,5.0,-20.0,-6.0,5.0,0.0,5.08,5.08,0.46,-2.0,-0.36,-3.0,-0.79,-41.0,10.0,-0.2
2457,KATLYN CERMINARA,JENNIFER MAIA,02/11/2019,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC 244: Masvidal vs. Diaz,"New York City, New York, USA",,Orthodox,red,0.0,15.0,20.39,-50.0,0.0,0.0,-151.0,15.63,32.97,-11.53,15.56,-50.0,0.0,8.0,12.0,-20.0,2.0,-1.0,0.0,,,,,,,,,,
2465,RANDA MARKOS,ASHLEY YODER,26/10/2019,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Maia vs. Askren,"Kallang, Singapore",Orthodox,Southpaw,red,0.0,14.0,4.08,-33.0,0.0,0.0,-152.0,14.29,8.17,48.05,15.16,28.79,-16.81,6.0,-13.0,6.0,-1.0,22.0,-22.0,-7.62,-15.24,0.1,2.0,-0.33,13.0,-0.1,-9.0,-11.0,-0.5
2469,LOMA LOOKBOONMEE,ALEKSANDRA ALBU,26/10/2019,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Maia vs. Askren,"Kallang, Singapore",Orthodox,Orthodox,red,0.0,24.0,23.26,-17.0,0.0,0.0,-99.0,14.16,-7.94,50.0,21.53,4.86,-50.0,-33.0,22.0,11.0,-14.0,17.0,-3.0,-2.54,-5.08,0.33,8.0,-2.47,21.0,-1.6,-25.0,-5.0,-0.4
2474,MAYCEE BARBER,GILLIAN ROBERTSON,18/10/2019,KO/TKO,1.0,3:04,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Reyes vs. Weidman,"Boston, Massachusetts, USA",Switch,Orthodox,red,0.0,8.0,5.66,0.0,0.0,0.0,-22.0,9.59,33.33,-50.0,-8.13,-15.79,100.0,25.0,-8.0,-16.0,-47.0,39.0,8.0,0.0,5.08,3.16,1.0,0.9,-1.0,-1.2,-6.0,80.0,-0.7
2477,MOLLY MCCANN,DIANA BELBITA,18/10/2019,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Reyes vs. Weidman,"Boston, Massachusetts, USA",Orthodox,Orthodox,red,0.0,9.0,10.0,-65.0,1.0,0.0,133.0,14.36,-3.36,-18.33,6.54,-4.93,-31.91,17.0,-8.0,-9.0,-13.0,-11.0,24.0,-7.62,-15.24,-0.66,11.0,-2.21,13.0,-0.05,-37.0,-36.0,0.7
2483,JOANNA JEDRZEJCZYK,MICHELLE WATERSON-GOMEZ,12/10/2019,Decision - Unanimous,5.0,5:00,5 Rnd (5-5-5-5-5),Women's Strawweight Bout,UFC Fight Night: Joanna vs. Waterson,"Tampa, Florida, USA",Orthodox,,red,0.0,24.0,24.33,49.0,0.0,0.0,34.0,5.53,42.97,28.34,22.45,15.21,0.0,-17.0,10.0,7.0,-2.0,2.0,0.0,,,,,,,,,,
2486,AMANDA RIBAS,MACKENZIE DERN,12/10/2019,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Joanna vs. Waterson,"Tampa, Florida, USA",Orthodox,Orthodox,blue,0.0,22.0,10.32,100.0,0.0,0.0,104.0,12.69,37.5,36.67,22.28,0.0,-33.33,-26.0,13.0,12.0,2.0,0.0,-3.0,-2.54,7.62,0.51,6.0,-2.03,10.0,2.03,53.0,85.0,-0.6
2496,JJ ALDRICH,LAUREN MUELLER,12/10/2019,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Joanna vs. Waterson,"Tampa, Florida, USA",Southpaw,Orthodox,red,0.0,10.0,8.34,-50.0,0.0,0.0,91.0,12.49,40.91,-28.57,10.5,-55.56,0.0,17.0,-5.0,-12.0,-2.0,2.0,0.0,0.0,0.0,-0.32,0.0,0.78,3.0,0.1,-10.0,-14.0,0.0
2505,MEGAN ANDERSON,ZARAH FAIRN,05/10/2019,Submission,1.0,3:57,3 Rnd (5-5-5),Women's Featherweight Bout,UFC 243: Whittaker vs. Adesanya,"Melbourne, Victoria, Australia",Orthodox,Orthodox,red,0.0,15.0,-4.44,50.0,1.0,-1.0,180.0,18.82,0.0,0.0,-40.0,0.0,76.92,0.0,0.0,0.0,-100.0,0.0,100.0,10.16,0.0,-0.22,1.0,-3.26,-2.0,0.52,25.0,3.0,0.5
2506,JI YEON KIM,NADIA KASSEM,05/10/2019,KO/TKO,2.0,4:59,3 Rnd (5-5-5),Women's Flyweight Bout,UFC 243: Whittaker vs. Adesanya,"Melbourne, Victoria, Australia",Orthodox,Southpaw,blue,1.0,10.0,6.73,-50.0,0.0,0.0,-53.0,28.95,7.8,-18.06,10.7,12.5,0.0,60.0,-53.0,-6.0,4.0,-2.0,-1.0,5.08,15.24,1.37,-7.0,0.46,9.0,-0.46,-33.0,2.0,-2.8
2517,LINA LANSBERG,MACY CHIASSON,28/09/2019,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC Fight Night: Hermansson vs. Cannonier,"Copenhagen, Denmark",Orthodox,Orthodox,blue,0.0,-2.0,-7.85,50.0,0.0,0.0,118.0,31.82,8.7,50.0,2.78,-22.53,68.75,70.0,-71.0,1.0,-6.0,-46.0,52.0,-10.16,-17.78,-1.4,8.0,1.53,-2.0,-0.27,12.0,-14.0,-0.4
2520,CARLA ESPARZA,ALEXA GRASSO,21/09/2019,Decision - Majority,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Rodriguez vs. Stephens,"Mexico City, Distrito Federal, Mexico",Orthodox,Orthodox,red,0.0,12.0,12.3,36.0,-1.0,0.0,413.0,2.73,11.9,100.0,8.82,16.67,-5.56,-30.0,17.0,13.0,-12.0,7.0,5.0,-10.16,-7.62,-2.67,-1.0,-0.76,-11.0,3.16,-5.0,-12.0,-0.3
2521,IRENE ALDANA,VANESSA MELO,21/09/2019,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC Fight Night: Rodriguez vs. Stephens,"Mexico City, Distrito Federal, Mexico",Orthodox,Orthodox,red,0.0,10.0,10.71,0.0,0.0,0.0,-13.0,5.96,29.62,15.96,10.15,100.0,0.0,-7.0,3.0,4.0,-1.0,0.0,0.0,10.16,7.62,2.04,8.0,-0.16,2.0,0.23,50.0,13.0,0.1
2525,ANGELA HILL,ARIANE CARNELOSSI,21/09/2019,TKO - Doctor's Stoppage,3.0,1:56,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Rodriguez vs. Stephens,"Mexico City, Distrito Federal, Mexico",Orthodox,Orthodox,blue,0.0,12.0,8.14,0.0,0.0,0.0,21.0,17.52,11.88,-91.3,4.47,27.78,0.0,15.0,14.0,-29.0,-18.0,18.0,0.0,2.54,7.62,-0.37,12.0,-2.73,14.0,0.45,36.0,76.0,0.1
2528,BETHE CORREIA,SIJARA EUBANKS,21/09/2019,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC Fight Night: Rodriguez vs. Stephens,"Mexico City, Distrito Federal, Mexico",Orthodox,Orthodox,blue,0.0,1.0,2.2,-20.0,0.0,0.0,-61.0,-0.45,10.99,-16.07,6.47,-24.44,-73.68,-4.0,5.0,-1.0,20.0,-2.0,-18.0,2.54,-7.62,-0.13,1.0,0.87,1.0,-1.44,-26.0,19.0,-0.4
2546,JOANNE WOOD,ANDREA LEE,07/09/2019,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC 242: Khabib vs. Poirier,"Abu Dhabi, Abu Dhabi, United Arab Emirates",,Orthodox,red,0.0,-1.0,-2.3,-10.0,0.0,0.0,-126.0,11.18,-24.56,-4.67,-0.84,20.83,-100.0,18.0,-27.0,8.0,0.0,3.0,-3.0,,,,,,,,,,
2547,SARAH MORAS,LIANA JOJUA,07/09/2019,KO/TKO,3.0,2:26,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC 242: Khabib vs. Poirier,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Orthodox,Orthodox,blue,0.0,8.0,9.62,-66.0,1.0,1.0,255.0,13.29,-14.29,0.0,-7.65,-50.0,10.47,16.0,-18.0,1.0,-48.0,-3.0,51.0,7.62,12.7,-0.25,-5.0,-1.28,2.0,-0.82,-45.0,-17.0,-1.4
2553,ZHANG WEILI,JESSICA ANDRADE,31/08/2019,KO/TKO,1.0,0:42,5 Rnd (5-5-5-5-5),UFC Women's Strawweight Title Bout,UFC Fight Night: Andrade vs. Zhang,"Shenzhen, Guangdong, China",Switch,Orthodox,blue,1.0,43.0,42.99,0.0,0.0,0.0,-4.0,41.78,50.0,0.0,37.95,0.0,50.0,5.0,-1.0,-5.0,-24.0,19.0,3.0,7.62,2.54,0.0,-4.0,-0.83,0.0,-1.85,-34.0,24.0,0.1
2557,MIZUKI,WU YANAN,31/08/2019,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Andrade vs. Zhang,"Shenzhen, Guangdong, China",,Orthodox,blue,0.0,0.0,-0.4,0.0,0.0,0.0,7.0,11.27,-2.61,-80.95,0.23,6.36,0.0,40.0,-26.0,-13.0,2.0,-2.0,0.0,,,,,,,,,,
2563,KAROL ROSA,LARA PROCOPIO,31/08/2019,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC Fight Night: Andrade vs. Zhang,"Shenzhen, Guangdong, China",Orthodox,Orthodox,red,1.0,-8.0,-8.04,0.0,0.0,0.0,42.0,-9.4,-17.92,-21.41,-8.48,-14.14,71.43,-10.0,-1.0,12.0,-3.0,0.0,2.0,2.54,0.0,1.03,-5.0,-1.42,1.0,-1.5,10.0,90.0,-0.5
2573,HANNAH CIFERS,JODIE ESQUIBEL,17/08/2019,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC 241: Cormier vs. Miocic 2,"Anaheim, California, USA",Orthodox,Orthodox,red,0.0,9.0,10.16,63.0,1.0,0.0,-184.0,5.35,5.0,76.0,9.92,11.54,0.0,-12.0,-15.0,27.0,4.0,-1.0,-2.0,0.0,-5.08,0.89,13.0,-1.98,0.0,-0.49,79.0,-19.0,0.3
2575,SABINA MAZO,SHANA DOBSON,17/08/2019,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC 241: Cormier vs. Miocic 2,"Anaheim, California, USA",Orthodox,Orthodox,red,0.0,30.0,10.05,100.0,0.0,0.0,644.0,24.67,22.22,19.23,32.04,3.87,3.87,-12.0,13.0,-1.0,-2.0,-10.0,12.0,2.54,2.54,3.22,7.0,-1.29,10.0,-0.03,30.0,52.0,0.2
2576,VALENTINA SHEVCHENKO,LIZ CARMOUCHE,10/08/2019,Decision - Unanimous,5.0,5:00,5 Rnd (5-5-5-5-5),UFC Women's Flyweight Title Bout,UFC Fight Night: Shevchenko vs. Carmouche 2,"Montevideo, Uruguay",Southpaw,Orthodox,red,0.0,13.0,-16.28,100.0,0.0,0.0,470.0,19.42,-23.81,28.5,13.18,0.0,37.5,33.0,-13.0,-20.0,-4.0,-3.0,7.0,-2.54,0.0,0.2,-4.0,-0.48,1.0,-0.36,7.0,10.0,0.0
2584,MARINA RODRIGUEZ,TECIA PENNINGTON,10/08/2019,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Shevchenko vs. Carmouche 2,"Montevideo, Uruguay",Orthodox,,blue,0.0,13.0,6.66,25.0,1.0,0.0,56.0,9.78,5.21,9.67,3.19,27.54,100.0,-5.0,1.0,3.0,-18.0,17.0,1.0,,,,,,,,,,
2588,VERONICA HARDY,POLYANA VIANA,10/08/2019,Submission,1.0,1:09,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Shevchenko vs. Carmouche 2,"Montevideo, Uruguay",,Orthodox,red,0.0,67.0,66.67,-100.0,1.0,1.0,-39.0,0.0,50.0,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2596,ANTONINA SHEVCHENKO,LUCIE PUDILOVA,03/08/2019,Submission,2.0,1:20,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Covington vs. Lawler,"Newark, New Jersey, USA",Southpaw,Orthodox,red,0.0,32.0,31.82,-20.0,3.0,0.0,-23.0,25.0,-5.77,100.0,33.33,3.57,-100.0,-32.0,6.0,25.0,6.0,10.0,-16.0,0.0,0.0,-0.06,20.0,-1.58,2.0,0.49,48.0,-5.0,0.1
2598,LAUREN MURPHY,MARA ROMERO BORELLA,03/08/2019,KO/TKO,3.0,1:46,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Covington vs. Lawler,"Newark, New Jersey, USA",Orthodox,Orthodox,red,1.0,-11.0,-15.92,-33.0,0.0,0.0,90.0,-8.72,60.0,40.0,-15.38,50.0,80.0,11.0,12.0,-23.0,-30.0,12.0,16.0,-2.54,-5.08,1.26,1.0,1.34,-8.0,-0.65,-7.0,4.0,-0.1
2600,MIRANDA GRANGER,HANNAH GOLDY,03/08/2019,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Covington vs. Lawler,"Newark, New Jersey, USA",Orthodox,Orthodox,red,0.0,9.0,13.41,0.0,0.0,0.0,-85.0,14.46,7.85,5.0,10.51,-3.29,0.0,14.0,-23.0,9.0,-1.0,1.0,0.0,7.62,17.78,-3.62,2.0,-1.26,4.0,0.0,0.0,-26.0,0.0
2602,CRISTIANE JUSTINO,FELICIA SPENCER,27/07/2019,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Featherweight Bout,UFC 240: Holloway vs. Edgar,"Edmonton, Alberta, Canada",Orthodox,Orthodox,red,0.0,12.0,3.32,0.0,0.0,0.0,-102.0,7.33,20.35,-4.76,6.33,47.62,-16.67,-7.0,12.0,-5.0,-15.0,20.0,-5.0,5.08,0.0,4.26,7.0,-3.32,21.0,0.02,45.0,80.0,0.1
2606,VIVIANE ARAUJO,ALEXIS DAVIS,27/07/2019,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC 240: Holloway vs. Edgar,"Edmonton, Alberta, Canada",Orthodox,Orthodox,blue,0.0,-4.0,-14.14,100.0,0.0,-1.0,-166.0,3.12,9.98,6.25,-4.04,60.0,25.0,29.0,-12.0,-18.0,18.0,-6.0,-12.0,-5.08,0.0,0.79,1.0,0.66,5.0,1.39,24.0,60.0,-0.6
2610,GILLIAN ROBERTSON,SARAH FROTA,27/07/2019,KO/TKO,2.0,4:13,3 Rnd (5-5-5),Women's Flyweight Bout,UFC 240: Holloway vs. Edgar,"Edmonton, Alberta, Canada",Orthodox,Southpaw,red,0.0,24.0,7.95,66.0,0.0,0.0,472.0,22.75,0.0,100.0,26.14,0.0,20.97,-6.0,-5.0,10.0,-9.0,0.0,9.0,-2.54,-15.24,-2.47,-1.0,-0.47,-4.0,2.64,46.0,-53.0,0.9
2619,RAQUEL PENNINGTON,IRENE ALDANA,20/07/2019,Decision - Split,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC Fight Night: Dos Anjos vs. Edwards,"San Antonio, Texas, USA",Orthodox,Orthodox,red,0.0,6.0,11.45,16.0,0.0,0.0,326.0,3.83,7.96,44.44,5.55,-19.04,100.0,0.0,0.0,0.0,-1.0,-7.0,8.0,-5.08,-2.54,-1.9,10.0,-2.77,2.0,0.89,-22.0,-19.0,0.6
2621,JENNIFER MAIA,ROXANNE MODAFFERI,20/07/2019,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Dos Anjos vs. Edwards,"San Antonio, Texas, USA",Orthodox,Orthodox,blue,0.0,21.0,6.95,0.0,0.0,0.0,-13.0,20.57,44.29,40.0,17.64,-15.0,25.0,0.0,7.0,-8.0,-18.0,17.0,1.0,-7.62,-12.7,0.21,9.0,-1.51,-1.0,-1.08,27.0,26.0,0.1
2625,GERMAINE DE RANDAMIE,ASPEN LADD,13/07/2019,KO/TKO,1.0,0:16,5 Rnd (5-5-5-5-5),Women's Bantamweight Bout,UFC Fight Night: De Randamie vs. Ladd,"Sacramento, California, USA",Orthodox,Orthodox,red,1.0,80.0,80.0,0.0,0.0,0.0,1.0,75.0,100.0,0.0,75.0,0.0,100.0,75.0,25.0,0.0,75.0,0.0,25.0,7.62,12.7,-2.5,-9.0,-2.7,19.0,-2.45,-75.0,3.0,-0.8
2631,JULIANNA PENA,NICCO MONTANO,13/07/2019,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC Fight Night: De Randamie vs. Ladd,"Sacramento, California, USA",Orthodox,Southpaw,red,0.0,2.0,11.07,-10.0,0.0,0.0,-95.0,17.84,-14.29,-45.62,-12.8,34.34,39.57,37.0,0.0,-37.0,-22.0,2.0,20.0,2.54,10.16,-2.8,6.0,-2.73,-11.0,0.24,-1.0,-46.0,0.4
2634,BRIANNA FORTINO,LIVINHA SOUZA,13/07/2019,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: De Randamie vs. Ladd,"Sacramento, California, USA",,Orthodox,blue,0.0,4.0,2.04,9.0,0.0,0.0,238.0,13.19,6.4,-14.1,6.98,-22.94,-20.0,32.0,-23.0,-9.0,5.0,-7.0,1.0,,,,,,,,,,
2637,AMANDA NUNES,HOLLY HOLM,06/07/2019,KO/TKO,1.0,4:10,5 Rnd (5-5-5-5-5),UFC Women's Bantamweight Title Bout,UFC 239: Jones vs. Santos,"Las Vegas, Nevada, USA",Orthodox,Southpaw,red,1.0,-30.0,-35.13,0.0,0.0,0.0,5.0,-40.22,66.67,11.11,-37.83,75.0,75.0,20.0,35.0,-55.0,-36.0,17.0,17.0,0.0,0.0,1.34,13.0,-0.35,0.0,1.69,23.0,8.0,0.8
2643,CLAUDIA GADELHA,RANDA MARKOS,06/07/2019,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,UFC 239: Jones vs. Santos,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,0.0,15.0,14.32,0.0,0.0,0.0,7.0,18.31,-50.0,-7.14,20.05,-28.21,0.0,14.0,-10.0,-5.0,24.0,-25.0,0.0,0.0,0.0,0.46,0.0,1.37,-2.0,1.8,14.0,1.0,0.5
2647,JULIA AVILA,PANNIE KIANZAD,06/07/2019,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,UFC 239: Jones vs. Santos,"Las Vegas, Nevada, USA",Orthodox,Orthodox,red,1.0,1.0,5.43,-50.0,0.0,0.0,182.0,-4.37,18.75,-20.0,-6.12,20.06,-33.33,-17.0,13.0,4.0,-18.0,13.0,5.0,0.0,5.08,-2.04,-8.0,-0.72,-3.0,0.27,36.0,-23.0,-0.2
2658,AMANDA RIBAS,EMILY WHITMIRE,29/06/2019,Submission,2.0,2:10,3 Rnd (5-5-5),Women's Strawweight Bout,UFC Fight Night: Ngannou vs. Dos Santos,"Minneapolis, Minnesota, USA",Orthodox,Orthodox,blue,0.0,23.0,24.18,40.0,2.0,-1.0,178.0,26.66,5.0,100.0,26.4,-20.0,0.0,19.0,-23.0,4.0,-10.0,-9.0,19.0,-5.08,7.62,1.54,14.0,-1.3,17.0,1.21,8.0,15.0,1.0
2663,ANDREA LEE,MONTANA DE LA ROSA,22/06/2019,Decision - Unanimous,3.0,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,UFC Fight Night: Moicano vs. The Korean Zombie,"Greenville, South Carolina, USA",Orthodox,Orthodox,red,0.0,44.0,31.33,-8.0,-1.0,0.0,-88.0,35.86,33.68,50.0,37.86,35.0,72.22,-12.0,6.0,6.0,-20.0,2.0,17.0,-2.54,2.54,2.73,13.0,0.44,20.0,-0.47,17.0,0.0,-0.7
